Company Name,Supplier Type,Brand Name,Product Categories,Key Strength Sub Categories,Secondary Products,Country,Province,City,Town,Address,Primary Contact Name,Calling Number,Email,Current Status,Supplier Grade,Potential,Visited Factory?,Visit Remarks
test263,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 2630 Industry Road,Mr. Manager 263,+86 13800000263,supplier263@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 263
test264,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 2640 Industry Road,Mr. Manager 264,+86 13800000264,supplier264@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 264
test265,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 2650 Industry Road,Mr. Manager 265,+86 13800000265,supplier265@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 265
test266,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 2660 Industry Road,Mr. Manager 266,+86 13800000266,supplier266@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 266
test267,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 2670 Industry Road,Mr. Manager 267,+86 13800000267,supplier267@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 267
test268,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 2680 Industry Road,Mr. Manager 268,+86 13800000268,supplier268@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 268
test269,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 2690 Industry Road,Mr. Manager 269,+86 13800000269,supplier269@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 269
test270,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 2700 Industry Road,Mr. Manager 270,+86 13800000270,supplier270@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 270
test271,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 2710 Industry Road,Mr. Manager 271,+86 13800000271,supplier271@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 271
test272,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 2720 Industry Road,Mr. Manager 272,+86 13800000272,supplier272@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 272
test273,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 2730 Industry Road,Mr. Manager 273,+86 13800000273,supplier273@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 273
test274,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 2740 Industry Road,Mr. Manager 274,+86 13800000274,supplier274@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 274
test275,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 2750 Industry Road,Mr. Manager 275,+86 13800000275,supplier275@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 275
test276,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 2760 Industry Road,Mr. Manager 276,+86 13800000276,supplier276@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 276
test277,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 2770 Industry Road,Mr. Manager 277,+86 13800000277,supplier277@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 277
test278,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 2780 Industry Road,Mr. Manager 278,+86 13800000278,supplier278@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 278
test279,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 2790 Industry Road,Mr. Manager 279,+86 13800000279,supplier279@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 279
test280,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 2800 Industry Road,Mr. Manager 280,+86 13800000280,supplier280@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 280
test281,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 2810 Industry Road,Mr. Manager 281,+86 13800000281,supplier281@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 281
test282,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 2820 Industry Road,Mr. Manager 282,+86 13800000282,supplier282@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 282
test283,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 2830 Industry Road,Mr. Manager 283,+86 13800000283,supplier283@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 283
test284,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 2840 Industry Road,Mr. Manager 284,+86 13800000284,supplier284@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 284
test285,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 2850 Industry Road,Mr. Manager 285,+86 13800000285,supplier285@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 285
test286,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 2860 Industry Road,Mr. Manager 286,+86 13800000286,supplier286@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 286
test287,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 2870 Industry Road,Mr. Manager 287,+86 13800000287,supplier287@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 287
test288,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 2880 Industry Road,Mr. Manager 288,+86 13800000288,supplier288@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 288
test289,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 2890 Industry Road,Mr. Manager 289,+86 13800000289,supplier289@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 289
test290,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 2900 Industry Road,Mr. Manager 290,+86 13800000290,supplier290@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 290
test291,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 2910 Industry Road,Mr. Manager 291,+86 13800000291,supplier291@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 291
test292,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 2920 Industry Road,Mr. Manager 292,+86 13800000292,supplier292@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 292
test293,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 2930 Industry Road,Mr. Manager 293,+86 13800000293,supplier293@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 293
test294,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 2940 Industry Road,Mr. Manager 294,+86 13800000294,supplier294@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 294
test295,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 2950 Industry Road,Mr. Manager 295,+86 13800000295,supplier295@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 295
test296,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 2960 Industry Road,Mr. Manager 296,+86 13800000296,supplier296@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 296
test297,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 2970 Industry Road,Mr. Manager 297,+86 13800000297,supplier297@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 297
test298,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 2980 Industry Road,Mr. Manager 298,+86 13800000298,supplier298@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 298
test299,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 2990 Industry Road,Mr. Manager 299,+86 13800000299,supplier299@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 299
test300,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 3000 Industry Road,Mr. Manager 300,+86 13800000300,supplier300@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 300
test301,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 3010 Industry Road,Mr. Manager 301,+86 13800000301,supplier301@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 301
test302,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 3020 Industry Road,Mr. Manager 302,+86 13800000302,supplier302@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 302
test303,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 3030 Industry Road,Mr. Manager 303,+86 13800000303,supplier303@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 303
test304,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 3040 Industry Road,Mr. Manager 304,+86 13800000304,supplier304@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 304
test305,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 3050 Industry Road,Mr. Manager 305,+86 13800000305,supplier305@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 305
test306,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 3060 Industry Road,Mr. Manager 306,+86 13800000306,supplier306@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 306
test307,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 3070 Industry Road,Mr. Manager 307,+86 13800000307,supplier307@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 307
test308,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 3080 Industry Road,Mr. Manager 308,+86 13800000308,supplier308@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 308
test309,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 3090 Industry Road,Mr. Manager 309,+86 13800000309,supplier309@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 309
test310,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 3100 Industry Road,Mr. Manager 310,+86 13800000310,supplier310@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 310
test311,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 3110 Industry Road,Mr. Manager 311,+86 13800000311,supplier311@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 311
test312,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 3120 Industry Road,Mr. Manager 312,+86 13800000312,supplier312@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 312
test313,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 3130 Industry Road,Mr. Manager 313,+86 13800000313,supplier313@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 313
test314,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 3140 Industry Road,Mr. Manager 314,+86 13800000314,supplier314@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 314
test315,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 3150 Industry Road,Mr. Manager 315,+86 13800000315,supplier315@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 315
test316,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 3160 Industry Road,Mr. Manager 316,+86 13800000316,supplier316@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 316
test317,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 3170 Industry Road,Mr. Manager 317,+86 13800000317,supplier317@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 317
test318,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 3180 Industry Road,Mr. Manager 318,+86 13800000318,supplier318@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 318
test319,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 3190 Industry Road,Mr. Manager 319,+86 13800000319,supplier319@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 319
test320,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 3200 Industry Road,Mr. Manager 320,+86 13800000320,supplier320@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 320
test321,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 3210 Industry Road,Mr. Manager 321,+86 13800000321,supplier321@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 321
test322,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 3220 Industry Road,Mr. Manager 322,+86 13800000322,supplier322@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 322
test323,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 3230 Industry Road,Mr. Manager 323,+86 13800000323,supplier323@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 323
test324,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 3240 Industry Road,Mr. Manager 324,+86 13800000324,supplier324@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 324
test325,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 3250 Industry Road,Mr. Manager 325,+86 13800000325,supplier325@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 325
test326,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 3260 Industry Road,Mr. Manager 326,+86 13800000326,supplier326@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 326
test327,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 3270 Industry Road,Mr. Manager 327,+86 13800000327,supplier327@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 327
test328,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 3280 Industry Road,Mr. Manager 328,+86 13800000328,supplier328@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 328
test329,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 3290 Industry Road,Mr. Manager 329,+86 13800000329,supplier329@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 329
test330,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 3300 Industry Road,Mr. Manager 330,+86 13800000330,supplier330@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 330
test331,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 3310 Industry Road,Mr. Manager 331,+86 13800000331,supplier331@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 331
test332,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 3320 Industry Road,Mr. Manager 332,+86 13800000332,supplier332@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 332
test333,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 3330 Industry Road,Mr. Manager 333,+86 13800000333,supplier333@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 333
test334,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 3340 Industry Road,Mr. Manager 334,+86 13800000334,supplier334@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 334
test335,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 3350 Industry Road,Mr. Manager 335,+86 13800000335,supplier335@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 335
test336,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 3360 Industry Road,Mr. Manager 336,+86 13800000336,supplier336@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 336
test337,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 3370 Industry Road,Mr. Manager 337,+86 13800000337,supplier337@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 337
test338,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 3380 Industry Road,Mr. Manager 338,+86 13800000338,supplier338@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 338
test339,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 3390 Industry Road,Mr. Manager 339,+86 13800000339,supplier339@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 339
test340,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 3400 Industry Road,Mr. Manager 340,+86 13800000340,supplier340@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 340
test341,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 3410 Industry Road,Mr. Manager 341,+86 13800000341,supplier341@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 341
test342,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 3420 Industry Road,Mr. Manager 342,+86 13800000342,supplier342@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 342
test343,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 3430 Industry Road,Mr. Manager 343,+86 13800000343,supplier343@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 343
test344,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 3440 Industry Road,Mr. Manager 344,+86 13800000344,supplier344@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 344
test345,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 3450 Industry Road,Mr. Manager 345,+86 13800000345,supplier345@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 345
test346,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 3460 Industry Road,Mr. Manager 346,+86 13800000346,supplier346@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 346
test347,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 3470 Industry Road,Mr. Manager 347,+86 13800000347,supplier347@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 347
test348,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 3480 Industry Road,Mr. Manager 348,+86 13800000348,supplier348@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 348
test349,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 3490 Industry Road,Mr. Manager 349,+86 13800000349,supplier349@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 349
test350,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 3500 Industry Road,Mr. Manager 350,+86 13800000350,supplier350@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 350
test351,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 3510 Industry Road,Mr. Manager 351,+86 13800000351,supplier351@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 351
test352,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 3520 Industry Road,Mr. Manager 352,+86 13800000352,supplier352@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 352
test353,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 3530 Industry Road,Mr. Manager 353,+86 13800000353,supplier353@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 353
test354,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 3540 Industry Road,Mr. Manager 354,+86 13800000354,supplier354@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 354
test355,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 3550 Industry Road,Mr. Manager 355,+86 13800000355,supplier355@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 355
test356,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 3560 Industry Road,Mr. Manager 356,+86 13800000356,supplier356@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 356
test357,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 3570 Industry Road,Mr. Manager 357,+86 13800000357,supplier357@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 357
test358,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 3580 Industry Road,Mr. Manager 358,+86 13800000358,supplier358@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 358
test359,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 3590 Industry Road,Mr. Manager 359,+86 13800000359,supplier359@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 359
test360,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 3600 Industry Road,Mr. Manager 360,+86 13800000360,supplier360@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 360
test361,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 3610 Industry Road,Mr. Manager 361,+86 13800000361,supplier361@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 361
test362,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 3620 Industry Road,Mr. Manager 362,+86 13800000362,supplier362@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 362
test363,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 3630 Industry Road,Mr. Manager 363,+86 13800000363,supplier363@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 363
